row,RB,BH,OMXS30GI
2020-10-05,,1.0,0.9997517817961408
2020-10-06,1.0,1.0,1.0009339523327028
2020-10-07,1.0,1.0,1.000212176419208
2020-10-08,1.0,1.0,1.0085403359282374
2020-10-09,1.0,1.0,0.9966180269724181
2020-10-12,1.0,1.0,1.0006396633258545
2020-10-13,1.0,1.0,0.9854742205650663
2020-10-14,1.0,1.0,0.997623122653954
2020-10-15,1.0,1.0,1.0010383168047798
2020-10-16,1.0,1.0,1.0010373765843108
2020-10-19,1.0,1.0,0.9896939300306732
2020-10-20,1.0,1.0,0.9881328506450383
2020-10-21,1.0,1.0,0.9904147657236987
2020-10-22,1.0,1.0,0.9659652726435646
2020-10-23,1.0,1.0,0.9599770084754609
2020-10-26,1.0,1.0,0.9374778460551955
2020-10-27,1.0,1.0,0.9347812937496337
2020-10-28,1.0,1.0,0.9356506842767871
2020-10-29,1.0,1.0,0.9524295453626603
2020-10-30,1.0,1.0,0.9654208849919188
2020-11-02,1.0,1.0,0.9785739425418735
2020-11-03,1.0095855272039962,1.0095855272039962,0.9931150789111369
2020-11-04,1.02243951068798,1.0222835038535816,0.9916461411314801
2020-11-05,1.0407773921091337,1.0408821267778423,1.0293712338293832
2020-11-06,1.0389577682479354,1.03892733665569,1.0276274382659076
2020-11-09,1.058819899898718,1.059138300432611,1.0370844891515796
2020-11-10,1.0567587070253917,1.0569281701797948,1.0313717095809407
2020-11-11,1.072531412083891,1.073110042791484,1.0340359809837276
2020-11-12,1.0626659572182613,1.0628909198701582,1.0455706056994285
2020-11-13,1.0659734757418025,1.0662035324986354,1.0476077500492833
2020-11-16,1.0809479482635134,1.0815176008593517,1.0477885857861857
2020-11-17,1.0799793313588129,1.080495770745652,1.043902654587132
2020-11-18,1.0878699390592235,1.0886462277164375,1.049936676151402
2020-11-19,1.0809013771720115,1.0813558267443841,1.0473748887797538
2020-11-20,1.0825010059190179,1.082960446671694,1.0562957005911795
2020-11-23,1.0938333980818626,1.094841100107633,1.0530882951640388
2020-11-24,1.1046834179474958,1.106451738692755,1.0533832109845331
2020-11-25,1.1022087687137425,1.1037515901845871,1.0571641508978635
2020-11-26,1.1014630252978332,1.1029415456321368,1.0464951558274393
2020-11-27,1.1064413892539817,1.1083418426484728,1.0500191021458654
2020-11-30,1.1021241709012628,1.1036165827591786,1.047801748872754
2020-12-01,1.1054808942644139,1.1072617832452056,1.0446905593402913
2020-12-02,1.1090645010086202,1.1111769985820492,1.0472924627852904
2020-12-03,1.1051355666532259,1.1068567609689801,1.0421958410287766
2020-12-04,1.0822967830576946,1.0835032050900366,1.0519725668739643
2020-12-07,1.0847808681883002,1.0859290201631382,1.052474644604498
2020-12-08,1.0941963780910393,1.0951657775568717,1.0421469495643803
2020-12-09,1.0869971025964644,1.0879816329173013,1.0336210303500033
2020-12-10,1.0941035167086275,1.0949791763974024,1.0333110710020024
2020-12-11,1.0850857300282952,1.085807786640968,1.0328676003473802
2020-12-14,1.09236332452156,1.0927977071419575,1.0341911173611398
2020-12-15,1.0990980204277814,1.0991795812587792,1.0303205430964155
2020-12-16,1.0981074815492677,1.098060600559735,1.0312538686154722
2020-12-17,1.0934653295720418,1.0936907192704288,1.0084237485900611
2020-12-18,1.0981545034796842,1.0979920476906522,1.0183543571853686
2020-12-21,1.0993105314930758,1.0992563833647462,1.020929307643585
2020-12-22,1.1015812477987676,1.1014955972783784,1.030977130390715
2020-12-23,1.108059743082474,1.108295389050943,1.034630200320239
2020-12-28,1.1246442966753059,1.1250797366736272,1.0246165389168223
2020-12-29,1.1459969206322373,1.14694792052797,1.0359590452499907
2020-12-30,1.1388929824854273,1.1394466321342596,1.0342428294869437
2021-01-04,1.1471084416665844,1.148546880574499,1.0600048703420304
2021-01-05,1.1492254146121645,1.150429753037163,1.0654042430896147
2021-01-07,1.1891612746158904,1.1903626131693674,1.0610958394930832
2021-01-08,1.210434892925746,1.2099926742806524,1.070459181738662
2021-01-11,1.1950000203555124,1.193939199807345,1.0724508820991738
2021-01-12,1.203317030931676,1.2020062457027039,1.0778956988361013
2021-01-13,1.1862372354878312,1.1843615967184198,1.0683204935781376
2021-01-14,1.1867219580276158,1.1848090129754905,1.0725402030437445
2021-01-15,1.1807889536460883,1.1793281638263737,1.0700414104435303
2021-01-18,1.1809112644968904,1.1794400178906412,1.0812551065724232
2021-01-19,1.1834792604122302,1.1817889532402628,1.0861144793638844
2021-01-20,1.1834792604122302,1.1817889532402628,1.085554421371086
2021-01-21,1.1893966567142915,1.1877284681461726,1.079444241948814
2021-01-22,1.192247906722365,1.1908831469708845,1.0885151756284825
2021-01-25,1.1850488437051587,1.183690742308294,1.080066041085754
2021-01-26,1.189056079266412,1.1873280405295537,1.077446586858664
2021-01-27,1.1839891638583266,1.1828060930983317,1.0650889558256218
2021-01-28,1.1886250822742581,1.1869944971106914,1.0809460874448915
2021-01-29,1.1882252515090639,1.1873849646364654,1.0867848565583982
2021-02-01,1.2165548077183617,1.2149136237493752,1.0917940378112796
2021-02-02,1.2434295232493497,1.242365096952213,1.0965358830440954
2021-02-03,1.2505322051841545,1.248780018939466,1.0872505790974574
2021-02-04,1.2396773331057054,1.2376278933376583,1.0944507874503133
2021-02-05,1.229822462978422,1.227046815439157,1.0926324010629507
2021-02-08,1.2354258593276581,1.232943535278346,1.0920174968761176
2021-02-09,1.2310214890626754,1.2282470874489502,1.0985771016826498
2021-02-10,1.2372597736356281,1.234851467209038,1.106587780079925
2021-02-11,1.2339659040219557,1.2313291313369912,1.1145464329445731
2021-02-12,1.2513515356787561,1.2498213946652368,1.1149776807330962
2021-02-15,1.2647264705687415,1.2643449329698726,1.103590357224231
2021-02-16,1.2688429097484457,1.267768081875792,1.1027996318096642
2021-02-17,1.2610832307028073,1.2589500478605606,1.1146401415846665
2021-02-18,1.2759859732991188,1.2738285178034028,1.1113923066773517
2021-02-19,1.3061507332914792,1.304878680400449,1.1036204442792443
2021-02-22,1.291395903062981,1.2899647211490484,1.1147943377416092
2021-02-23,1.2856313872679381,1.2846811335504,1.1162140706500465
2021-02-24,1.2987982343840327,1.2987530302480497,1.1003249715348253
2021-02-25,1.3044607117028917,1.30489180662534,1.12482993762264
2021-02-26,1.2755473212311648,1.2758391016115656,1.1316368204125626
2021-03-01,1.2982918877930052,1.2981236443724635,1.135292397596671
2021-03-02,1.306742956639691,1.3064892758591526,1.1305699835868845
2021-03-03,1.3071061059557334,1.3073856945004232,1.1214899611093474
2021-03-04,1.2838305866107378,1.2814798072643214,1.151345721887173
2021-03-05,1.2752612229349545,1.273316444919285,1.1632501666540782
2021-03-08,1.2713613415192513,1.2696512618255953,1.1685154012813952
2021-03-09,1.2774256352358135,1.2753156356976612,1.1855935658832855
2021-03-10,1.2807826320642341,1.278481021096757,1.1874009830318413
2021-03-11,1.2987104251849357,1.2954741427129552,1.183495620609758
2021-03-12,1.289816319810299,1.2868109826733247,1.1935208780656281
2021-03-15,1.289816319810299,1.2868109826733247,1.1895330896490814
2021-03-16,1.289816319810299,1.2868109826733247,1.1934362582234033
2021-03-17,1.2890083811759658,1.2860732628225005,1.1875222714723634
2021-03-18,1.29351540348777,1.2901834162770935,1.1905043373937279
2021-03-19,1.2884657470461534,1.2855463200719115,1.1869409018155972
2021-03-22,1.2976038019897433,1.2938720155312156,1.195961690403577
2021-03-23,1.291558355303258,1.2882864223749735,1.1915172682458401
2021-03-24,1.291558355303258,1.2882864223749735,1.2081027573218888
2021-03-25,1.29948897678319,1.2958943078085616,1.1998557701800303
2021-03-26,1.2996746944283633,1.2958083455679075,1.2126086072169442
2021-03-29,1.3124999309553986,1.3085388639844897,1.2089624322375274
2021-03-30,1.343550780941993,1.3392294605087274,1.2164732267520304
2021-03-31,1.349281900671471,1.343727436123716,1.231739273103019
2021-04-01,1.3483945794050647,1.3419733472177982,1.2313578569993617
2021-04-06,1.375467848022529,1.3698808370660271,1.2373461211674655
2021-04-07,1.3751582271960139,1.3699205831436447,1.2428699164238026
2021-04-08,1.382179258098888,1.3765098877817057,1.2333664813283185
2021-04-09,1.380611623213509,1.3734444871843656,1.2420237180015552
2021-04-12,1.356919890100542,1.3493506678784286,1.2320442179418511
2021-04-13,1.3782650265134604,1.3711545729503432,1.2402416868056667
2021-04-14,1.3793157503040663,1.3727808046488654,1.261275358921329
2021-04-15,1.389835516447755,1.384005465831606,1.248936218890847
2021-04-16,1.3974652763611544,1.3923588921379224,1.2197339113390901
2021-04-19,1.3924249689682446,1.3871482112055202,1.2328922968050369
2021-04-20,1.375731194772674,1.3688467227705938,1.2351770325451048
2021-04-21,1.3775542840216084,1.3707968813743152,1.2403463646845672
2021-04-22,1.379652295419753,1.3730470643786097,1.242235894420763
2021-04-23,1.3866244618611303,1.3805476743929237,1.2524658065320877
2021-04-26,1.3983591372153912,1.393298711417258,1.2427226152169668
2021-04-27,1.3899410124938305,1.383997954999508,1.239628349652949
2021-04-28,1.3814196693934035,1.3746971985817587,1.2313729005268683
2021-04-29,1.382532931945549,1.375897296184049,1.2394644378844915
2021-04-30,1.3851023043376676,1.3782734648737058,1.2189087111739874
2021-05-03,1.3815030410600335,1.374710511396944,1.2527403509090835
2021-05-04,1.3472961437019286,1.3397411019197583,1.249154663446516
2021-05-05,1.389834828421679,1.3840726336597264,1.256669845656542
2021-05-06,1.3933264401915224,1.388453735549045,1.2593830085237254
2021-05-07,1.4117125785077818,1.4063711567040638,1.2197646252077494
2021-05-10,1.4269804681614198,1.4219735479421314,1.2264583681345493
2021-05-11,1.402781864452267,1.3978065135662068,1.2498570081369815
2021-05-12,1.4154212606540464,1.4095022501876493,1.2401373223335896
2021-05-14,1.393085066536362,1.388615012462085,1.25085928315711
2021-05-17,1.3961130166897395,1.3914100767662816,1.2240767896861575
2021-05-18,1.398743158721346,1.3938810047161079,1.2456307171280905
2021-05-19,1.393545302315841,1.388981254251955,1.2459431837306758
2021-05-20,1.411176277580015,1.4054770808146024,1.2482786913760786
2021-05-21,1.410835660568772,1.405150430783659,1.2472397477576527
2021-05-24,1.4316233357607273,1.4250760826712128,1.2382860282298063
2021-05-25,1.438246622070053,1.4316090832900832,1.248022951408466
2021-05-26,1.4354574146122396,1.4288325580270633,1.2541356380853226
2021-05-27,1.4380927925392386,1.4314457582746114,1.2465806532087689
2021-05-28,1.4546678663777028,1.4479415848372585,1.2591792940887399
2021-05-31,1.4512983511346043,1.4445117595123518,1.261556798248432
2021-06-01,1.4716097575816731,1.4650907114617926,1.2640859913104825
2021-06-02,1.4747663589676265,1.4685741577415456,1.2630160204165741
2021-06-03,1.458553311973852,1.4512141893022434,1.2609494158253522
2021-06-04,1.4622456102916377,1.4554386852332424,1.2649353238009604
2021-06-07,1.4717183234953348,1.465091925463332,1.2634958462626706
2021-06-08,1.4908412899095094,1.4853393372278185,1.2610678836044669
2021-06-09,1.4972903814657914,1.491835781209098,1.267006002680882
2021-06-10,1.4942190165807334,1.4885692808996633,1.270364783603558
2021-06-11,1.4943732187496273,1.488732605915135,1.2678243078958775
2021-06-14,1.4943732187496273,1.488732605915135,1.2713470005870111
2021-06-15,1.4943732187496273,1.488732605915135,1.2637866877944655
2021-06-16,1.4958343836746268,1.489971954302237,1.2500005484619405
2021-06-17,1.4933154744049453,1.4878312616336062,1.259925829141256
2021-06-18,1.478017836817508,1.4748744375866305,1.2611133275938098
2021-06-21,1.4852170781879086,1.4808458434517584,1.2467878151188079
2021-06-22,1.4932889101345819,1.487605925563224,1.262745863735101
2021-06-23,1.4951521939796695,1.4891832780558996,1.2546270599838723
2021-06-24,1.5072334272998746,1.499436069258289,1.2676475464476749
2021-06-28,1.506185625349646,1.4989499184573283,1.25840361220168
2021-06-29,1.5096546458435418,1.5026122114383262,1.2643856082333227
2021-06-30,1.4948779067826847,1.4869493307925359,1.2727488693065343
2021-07-01,1.5022956780271426,1.4943732603889532,1.2783854910191708
2021-07-02,1.522005565475925,1.5152886049176513,1.2726188054749665
2021-07-05,1.5286679476070923,1.5223424122007316,1.2934036325731233
2021-07-06,1.5249196766337556,1.518458877807797,1.2733130015880325
2021-07-07,1.5552297959613903,1.5508357362343175,1.2897656061711058
2021-07-08,1.5295107541406805,1.5233862188477474,1.2998842588602462
2021-07-09,1.5377481706242755,1.531826945517284,1.3062558195729457
2021-07-12,1.5584132059291884,1.554799510579907,1.3102320119370392
2021-07-13,1.5623434772010174,1.5581060443396824,1.3036429468891397
2021-07-14,1.5575122364827345,1.5536771054041927,1.3004819256718112
2021-07-15,1.5565805326932298,1.5522267760949375,1.2719343249734152
2021-07-16,1.5558522363655796,1.5540556881210925,1.280873314380578
2021-07-19,1.5335698525750923,1.5315563514545945,1.2980176078221328
2021-07-20,1.5335698525750923,1.5315563514545945,1.3080115245956974
2021-07-21,1.5335698525750923,1.5315563514545945,1.3259944946957463
2021-07-22,1.5990652157632188,1.6063124577934325,1.3276467754668901
2021-07-23,1.606349678731666,1.615308005859102,1.3211489118044994
2021-07-26,1.614937787195364,1.6260096061441225,1.3244393700397494
2021-07-27,1.5989275750139107,1.6058471708245188,1.3257199503187505
2021-07-28,1.5957857696711968,1.6019697794169028,1.3177685058110327
2021-07-29,1.5925053751415121,1.5979372923529818,1.324309933021828
2021-07-30,1.5874377367162409,1.591733466100796,1.3234681222951032
2021-08-02,1.6015907960556386,1.6089490839506115,1.3306742853775975
2021-08-03,1.6161245152406853,1.6269401800819503,1.3309936469302899
2021-08-04,1.6396322284697593,1.6565634504361373,1.323645197150129
2021-08-05,1.6371196571914564,1.6533064416537393,1.3260339839554511
2021-08-06,1.6371196571914564,1.6533064416537393,1.3310259278330645
2021-08-09,1.6371196571914564,1.6533064416537393,1.3353358984637111
2021-08-10,1.6371196571914564,1.6533064416537393,1.337872299882692
2021-08-11,1.6371196571914564,1.6533064416537393,1.3387156776435318
2021-08-12,1.6371196571914564,1.6533064416537393,1.3200867760811674
2021-08-13,1.6371196571914564,1.6533064416537393,1.325595841216821
2021-08-16,1.6371196571914564,1.6533064416537393,1.318877965964646
2021-08-17,1.6371196571914564,1.6533064416537393,1.296031862191259
2021-08-18,1.6371196571914564,1.6533064416537393,1.3128285874660464
2021-08-19,1.6371196571914564,1.6533064416537393,1.3189779427412003
2021-08-20,1.6371196571914564,1.6533064416537393,1.3164738222249943
2021-08-23,1.6371196571914564,1.6533064416537393,1.3215412971469638
2021-08-24,1.6371196571914564,1.6533064416537393,1.3190603687356637
2021-08-25,1.6371196571914564,1.6533064416537393,1.3198586159139836
2021-08-26,1.6371196571914564,1.6533064416537393,1.3196740192952046
2021-08-27,1.6371196571914564,1.6533064416537393,1.3076837010587823
2021-08-30,1.6371196571914564,1.6533064416537393,1.317373613213984
2021-08-31,1.6371196571914564,1.6533064416537393,1.3283478665300632
2021-09-01,1.6371196571914564,1.6533064416537393,1.317965325295911
2021-09-02,1.6371196571914564,1.6533064416537393,1.3316079243034769
2021-09-03,1.6351260430843928,1.6513666237205065,1.3225319761146392
2021-09-06,1.6427566312854531,1.6587732012837602,1.305477003617655
2021-09-07,1.6323161442577787,1.6485450703630766,1.3089429696738157
2021-09-08,1.62392846076405,1.6404331044604656,1.3068741712348324
2021-09-09,1.62392846076405,1.6404331044604656,1.2989007882495007
2021-09-10,1.62392846076405,1.6404331044604656,1.3024786405414919
2021-09-13,1.6275275929909208,1.6438779697214898,1.2930087399760746
2021-09-14,1.617136069389702,1.6338878604645195,1.3037338348678256
2021-09-15,1.6186420537769037,1.6342931945145154,1.292344944324845
2021-09-16,1.6245390242934512,1.6458075899626792,1.2639302281194242
2021-09-17,1.5918737899785753,1.6076722499424931,1.2652750567971516
2021-09-20,1.5671841634368278,1.575180998505748,1.2787703545978817
2021-09-21,1.5680199949906606,1.5762462854381007,1.300383202522549
2021-09-22,1.570803133071936,1.579797241879275,1.2866280904655063
2021-09-23,1.586611003584842,1.6000376935939684,1.2814769359217812
2021-09-24,1.5622748108134894,1.5682566334454586,1.2539463403641977
2021-09-27,1.5570721094442879,1.560599884789994,1.2547947326342064
2021-09-28,1.5422602013393678,1.543952308318472,1.2575072686877438
2021-09-29,1.544423258835861,1.5458880736779426,1.2547264099467805
2021-09-30,1.5609893735857847,1.56466745692011,1.2463101831204726
2021-10-01,1.561425844717752,1.5662900454374604,1.2583293347846158
2021-10-04,1.5452752694694316,1.5455070870090621,1.2394832422938749
2021-10-05,1.56085572974231,1.5645010052515211,1.259948081025693
2021-10-06,1.5482266386748063,1.5492442216138826,1.2501748026555586
2021-10-07,1.591350851750184,1.5948666238138662,1.2464336654087562
2021-10-08,1.5757515424987327,1.5766075549784642,1.2561944075059681
2021-10-11,1.5782246736106904,1.576883744642351,1.2706725491037976
2021-10-12,1.5938797337821362,1.5953363890770464,1.2817320490757476
2021-10-13,1.5984766137686406,1.5999205768961042,1.291891444651885
2021-10-14,1.6294160049512294,1.6309520021328046,1.2900636560598306
2021-10-15,1.642795473238429,1.6448808805060964,1.2984118736055357
2021-10-18,1.6402127571092997,1.6422716765458942,1.2981837134383518
2021-10-19,1.6468433294033515,1.6475221802700108,1.2975697494719878
2021-10-20,1.6488011912317975,1.6490726387390442,1.3118109555115882
2021-10-21,1.6985209061382216,1.6967191488006261,1.3013619720309484
2021-10-22,1.6765834156462014,1.6739914731424632,1.3092197078985728
2021-10-25,1.6742418186969747,1.6720888128384255,1.2984049786554284
2021-10-26,1.698529619617882,1.6953741517390029,1.2928542304123087
2021-10-27,1.6828310882850503,1.6824783430116355,1.284392246189835
2021-10-28,1.6916851371368047,1.6920496051565905,1.2907863721937944
2021-10-29,1.6814713455933847,1.6809700563090593,1.2910157859882705
2021-11-01,1.6773484756767945,1.6751053862435772,1.2994269983054094
2021-11-02,1.6950134466607294,1.6963775487200614,1.3063771080134678
2021-11-03,1.7129111803131822,1.7190174204407873,1.3038964930089907
2021-11-04,1.73152325412661,1.743052900692243,1.3077924532263823
2021-11-05,1.742337927540028,1.7573191212285908,1.3051413449101636
2021-11-08,1.7274271665792755,1.7365329489232453,1.3075561444817991
2021-11-09,1.7254180880289893,1.7365570786644808,1.3159899220901978
2021-11-10,1.7317387726876698,1.747415607936322,1.3266391725307696
2021-11-11,1.7758180574644036,1.7924699308420173,1.3337356432251943
2021-11-12,1.8087077802180558,1.8283637099117198,1.3399997053975863
2021-11-15,1.7935953112121352,1.818174112777746,1.339141910922886
2021-11-16,1.7975772147677207,1.8233325377523384,1.3329276804353598
2021-11-17,1.797312777650245,1.823148103479326,1.3334256838771934
2021-11-18,1.8061003053658382,1.8321866177582902,1.3308892824582128
2021-11-19,1.824757118696842,1.851948613104294,1.3116423426407848
2021-11-22,1.8394184687882553,1.8661697282707903,1.312872777828097
2021-11-23,1.7910760897429843,1.8016489331225165,1.3123587906382876
2021-11-24,1.7827866874132599,1.7939117713283377,1.259943379923347
2021-11-25,1.7827866874132599,1.7939117713283377,1.2768548120953722
2021-11-26,1.7827866874132599,1.7939117713283377,1.2596528517983754
2021-11-29,1.7827866874132599,1.7939117713283377,1.2872223098020177
2021-11-30,1.7827866874132599,1.7939117713283377,1.2717559964910974
2021-12-01,1.7827866874132599,1.7939117713283377,1.2591868158524933
2021-12-02,1.7827866874132599,1.7939117713283377,1.2843038654657335
2021-12-03,1.7827866874132599,1.7939117713283377,1.3120149833533967
2021-12-06,1.7827866874132599,1.7939117713283377,1.3073558775218672
2021-12-07,1.7827866874132599,1.7939117713283377,1.3058606135690738
2021-12-08,1.7827866874132599,1.7939117713283377,1.3012754717477852
2021-12-09,1.8114851607488123,1.8186695156688124,1.2982498422780164
2021-12-10,1.7902815244081915,1.8006548308331727,1.2847742891071385
2021-12-13,1.7880011344594058,1.798529998496573,1.2887573764213391
2021-12-14,1.7880011344594058,1.798529998496573,1.2986306315680276
2021-12-15,1.7880011344594058,1.798529998496573,1.2957607652893168
2021-12-16,1.7880011344594058,1.798529998496573,1.2844082299378108
2021-12-17,1.7880011344594058,1.798529998496573,1.303404130889972
2021-12-20,1.776209448188119,1.7875707124100024,1.31199273146896
2021-12-21,1.776209448188119,1.7875707124100024,1.3405509879993394
2021-12-22,1.7801057588517646,1.7911438934290638,1.3523438599372373
2021-12-23,1.7826357556665056,1.7934742288762775,1.3601326463037897
2021-12-27,1.7826357556665056,1.7934742288762775,1.359250092690068
2021-12-28,1.7886195009058996,1.7981154237432369,1.3597167554495961
2021-12-29,1.7893948019466044,1.7987207969867534,1.3734580776064242
2021-12-30,1.7893948019466044,1.7987207969867534,1.380191623199752
2022-01-03,1.7893948019466044,1.7987207969867534,1.3726839627534797
2022-01-04,1.801405878166469,1.8081074540916633,1.3491624672764102
2022-01-05,1.801692987749825,1.8085547252874348,1.3220668803892264
2022-01-07,1.7848816529703464,1.7954220611150564,1.3369330196339972
2022-01-10,1.7784269683922058,1.7894381780333761,1.3481642665449813
